Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA2231AA	I2001001	SRR069154;ILLUMINA;Paired;497;SRX028718	Wild Animal	Rodent	Meriones unguiculatus	2001				Asia	China	Shaanxi				37.6	107.59	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3j	PRJNA47685	SRP003808	SAMN00115191	SRS116724			2016-01-15	2012-01-01	YER_AA2231AA	Assembled	99	3.32	44274	4654611	Yersinia pestis;100.0%	206	2891	YER_CA7658AA_AS
YER_AA2232AA	C1975003	SRR069153;ILLUMINA;Paired;528;SRX028717	Wild Animal	Ovine	Ovis aries	1975				Asia	China	Qinghai				33.03	96.97	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2d	PRJNA47685	SRP003808	SAMN00115190	SRS116723			2016-01-15	2012-01-01	YER_AA2232AA	Assembled	60	3.32	14837	4506952	Yersinia pestis;100.0%	642	27129	YER_CA7659AA_AS
YER_AA2233AA	I1969003	SRR069152;ILLUMINA;Paired;543;SRX028716	Wild Animal	Rodent	Meriones unguiculatus	1969				Asia	China	Ningxia				38.1	106.34	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3c	PRJNA47685	SRP003808	SAMN00115189	SRS116722			2016-01-15	2012-01-01	YER_AA2233AA	Assembled	87	3.32	20217	4582403	Yersinia pestis;100.0%	488	16377	YER_CA7660AA_AS
YER_AA2234AA	CMCC125002	SRR069150;ILLUMINA;Paired;518;SRX028714,SRR069151;ILLUMINA;Paired;518;SRX028715	Wild Animal	Rodent	Spermophilus alaschanicus	1964				Asia	China	Ningxia				35.97	105.7	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3b	PRJNA47685	SRP003808	SAMN00115188	SRS116721			2016-01-15	2012-01-01	YER_AA2234AA	Assembled	61	3.32	18972	4579916	Yersinia pestis;100.0%	517	13915	YER_CA7661AA_AS
YER_AA2235AA	J1978002	SRR069149;ILLUMINA;Paired;4000;SRX028713	Wild Animal	Rodent	Spermophilus alaschanicus	1978				Asia	China	Ningxia				36.56	105.64	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3d	PRJNA47685	SRP003808	SAMN00115187	SRS116720			2016-01-15	2012-01-01	YER_AA2235AA	Assembled	72	3.32	44271	4607822	Yersinia pestis;100.0%	198	4659	YER_CA7663AA_AS
YER_AA2236AA	D1964002	SRR069147;ILLUMINA;Paired;533;SRX028711,SRR069148;ILLUMINA;Paired;533;SRX028712	Wild Animal	Canine	Canis faliaris	1964				Asia	China	Qinghai				37.37	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2m	PRJNA47685	SRP003808	SAMN00115186	SRS116719			2016-01-15	2012-01-01	YER_AA2236AA	Assembled	105	3.32	37418	4609923	Yersinia pestis;100.0%	230	16882	YER_CA7664AA_AS
YER_AA2237AA	I1994006	SRR069146;ILLUMINA;Paired;527;SRX028710	Wild Animal	Invertebrates	Citellophilus tesquorum sungaris	1994				Asia	China	Hebei				41.87	114.6	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3l	PRJNA47685	SRP003808	SAMN00115185	SRS116718			2016-01-15	2012-01-01	YER_AA2237AA	Assembled	75	3.32	19076	4594065	Yersinia pestis;100.0%	508	18738	YER_CA7666AA_AS
YER_AA2238AA	CMCC12003	SRR069145;ILLUMINA;Paired;500;SRX028709	Wild Animal	Rodent	Marmota himalayana	1961				Asia	China	Qinghai				37.37	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3k	PRJNA47685	SRP003808	SAMN00115184	SRS116717			2016-01-15	2012-01-01	YER_AA2238AA	Assembled	60	3.32	16158	4447040	Yersinia pestis;99.81%	544	18854	YER_CA7667AA_AS
YER_AA2239AA	CMCC114001	SRR069144;ILLUMINA;Paired;534;SRX028708	Wild Animal	Rodent	Mus musculus	1952				Asia	China	Fujian				25.44	119	Beijing Genome Institute			Yersinia pestis		Genotype: 1.ORI1a	PRJNA47685	SRP003808	SAMN00115183	SRS116716			2016-01-15	2012-01-01	YER_AA2239AA	Assembled	54	3.32	12637	4290456	Yersinia pestis;100.0%	662	26701	YER_CA7668AA_AS
YER_AA2241AA	CMCC11001	SRR069142;ILLUMINA;Paired;513;SRX028706	Wild Animal	Rodent	Marmota himalayana	1954				Asia	China	Qinghai				35.57	100.75	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN1a	PRJNA47685	SRP003808	SAMN00115181	SRS116714			2016-01-15	2012-01-01	YER_AA2241AA	Assembled	61	3.32	16882	4536504	Yersinia pestis;100.0%	572	18110	YER_CA7670AA_AS
YER_AA2242AA	CMCC107004	SRR069141;ILLUMINA;Paired;516;SRX028705	Wild Animal	Invertebrates	Citellophilus tesquorum mongolicus	2003				Asia	China	Inner Mongolia				41.9	114	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3p	PRJNA47685	SRP003808	SAMN00115180	SRS116713			2016-01-15	2012-01-01	YER_AA2242AA	Assembled	127	3.32	38114	4648029	Yersinia pestis;100.0%	229	4675	YER_CA7671AA_AS
YER_AA2243AA	CMCC106002	SRR069140;ILLUMINA;Paired;526;SRX028704	Wild Animal	Invertebrates	Citellophilus tesquorum	1996				Asia	China	Inner Mongolia				44.55	120.87	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3h	PRJNA47685	SRP003808	SAMN00115179	SRS116712			2016-01-15	2012-01-01	YER_AA2243AA	Assembled	80	3.32	18539	4426183	Yersinia pestis;100.0%	476	17351	YER_CA7672AA_AS
YER_AA2244AA	CMCC104003	SRR069139;ILLUMINA;Paired;524;SRX028703	Wild Animal	Rodent	Spermophilus dauricus	1989				Asia	China	Inner Mongolia				43.97	120.05	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3f	PRJNA47685	SRP003808	SAMN00115178	SRS116711			2016-01-15	2012-01-01	YER_AA2244AA	Assembled	86	3.32	19348	4450881	Yersinia pestis;100.0%	473	14160	YER_CA7673AA_AS
YER_AA2245AA	CMCC10012	SRR069138;ILLUMINA;Paired;532;SRX028702	Wild Animal	Invertebrates	Ixodex crenulatus	1964				Asia	China	Qinghai				36.89	100.99	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2i	PRJNA47685	SRP003808	SAMN00115177	SRS116710			2016-01-15	2012-01-01	YER_AA2245AA	Assembled	71	3.32	16882	4545775	Yersinia pestis;100.0%	556	18579	YER_CA7674AA_AS
YER_AA2246AA	CMCC05013	SRR069137;ILLUMINA;Paired;534;SRX028701	Wild Animal	Invertebrates	Linognathoides palaearctus	1988				Asia	China	Qinghai				35.6	99.99	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2g	PRJNA47685	SRP003808	SAMN00115176	SRS116709			2016-01-15	2012-01-01	YER_AA2246AA	Assembled	29	3.32	12849	4329388	Yersinia pestis;100.0%	660	18330	YER_CA7675AA_AS
YER_AA2247AA	CMCC05009	SRR069136;ILLUMINA;Paired;524;SRX028700	Wild Animal	Rodent	Allactaga sibirica	1961				Asia	China	Qinghai				35.6	99.99	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE7a	PRJNA47685	SRP003808	SAMN00115175	SRS116708			2016-01-15	2012-01-01	YER_AA2247AA	Assembled	65	3.32	20386	4575776	Yersinia pestis;97.61%	472	16060	YER_CA7676AA_AS
YER_AA2248AA	CMCC03001	SRR069135;ILLUMINA;Paired;519;SRX028699	Wild Animal	Other Mammal	Ochotona daurica	1954				Asia	China	Qinghai				34.75	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2o	PRJNA47685	SRP003808	SAMN00115174	SRS116707			2016-01-15	2012-01-01	YER_AA2248AA	Assembled	47	3.32	18510	4473225	Yersinia pestis;100.0%	512	20139	YER_CA7677AA_AS
YER_AA2249AA	CMCC02041	SRR069134;ILLUMINA;Paired;518;SRX028698	Wild Animal	Other Mammal	Mustela eversmanni	1965				Asia	China	Qinghai				38.2	100.22	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2n	PRJNA47685	SRP003808	SAMN00115173	SRS116706			2016-01-15	2012-01-01	YER_AA2249AA	Assembled	75	3.32	19348	4572694	Yersinia pestis;100.0%	511	18389	YER_CA7678AA_AS
YER_AA2250AA	970754	SRR069133;ILLUMINA;Paired;542;SRX028697	Wild Animal	Ovine	Ovis aries	1997				Asia	China	Qinghai				32.23	96.47	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2k	PRJNA47685	SRP003808	SAMN00115172	SRS116705			2016-01-15	2012-01-01	YER_AA2250AA	Assembled	75	3.32	15518	4471863	Yersinia pestis;100.0%	603	21126	YER_CA7679AA_AS
YER_AA2251AA	945	SRR069132;ILLUMINA;Paired;536;SRX028696	Wild Animal	Invertebrates	Human flea	1994				Asia	China	Xinjiang				44.29	85.56	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1c	PRJNA47685	SRP003808	SAMN00115171	SRS116704			2016-01-15	2012-01-01	YER_AA2251AA	Assembled	60	3.32	15278	4348691	Yersinia pestis;100.0%	601	21198	YER_CA7680AA_AS
YER_AA2252AA	D1991004	SRR069131;ILLUMINA;Paired;541;SRX028695	Wild Animal	Rodent	Marmota himalayana	1991				Asia	China	Qinghai				35.03	101.5	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2l	PRJNA47685	SRP003808	SAMN00115170	SRS116703			2016-01-15	2012-01-01	YER_AA2252AA	Assembled	46	3.32	19706	4576629	Yersinia pestis;100.0%	486	14209	YER_CA7681AA_AS
YER_AA2253AA	91	SRR069130;ILLUMINA;Paired;512;SRX028694	Wild Animal	Invertebrates	Oropsylla silantiewi	1987				Asia	China	Xinjiang				38.09	85.32	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2b	PRJNA47685	SRP003808	SAMN00115169	SRS116702			2016-01-15	2012-01-01	YER_AA2253AA	Assembled	91	3.32	19348	4463469	Yersinia pestis;99.59%	506	16042	YER_CA7682AA_AS
YER_AA2254AA	9	SRR069129;ILLUMINA;Paired;528;SRX028693	Human	Human	Patient	2004				Asia	China	Qinghai				33.35	97.12	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Ab	PRJNA47685	SRP003808	SAMN00115168	SRS116701			2016-01-15	2012-01-01	YER_AA2254AA	Assembled	57	3.32	19081	4545782	Yersinia pestis;99.79%	509	20953	YER_CA7683AA_AS
YER_AA2255AA	C1989001	SRR069128;ILLUMINA;Paired;522;SRX028692	Human	Human	Patient	1989				Asia	China	Qinghai				32.92	95.3	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2e	PRJNA47685	SRP003808	SAMN00115167	SRS116700			2016-01-15	2012-01-01	YER_AA2255AA	Assembled	62	4	37426	4688399	Yersinia pestis;100.0%	238	58744	YER_DA0961AA_AS
YER_AA2256AA	F1954001	SRR069127;ILLUMINA;Paired;514;SRX028691	Wild Animal	Rodent	Rattus flavipectus	1954				Asia	China	Yunnan				25.48	100.56	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN3a	PRJNA47685	SRP003808	SAMN00115166	SRS116699			2016-01-15	2012-01-01	YER_AA2256AA	Assembled	73	3.32	45450	4633231	Yersinia pestis;100.0%	193	4291	YER_CA7685AA_AS
YER_AA2257AA	780441	SRR069126;ILLUMINA;Paired;515;SRX028690	Wild Animal	Rodent	Marmota himalayana	1978				Asia	China	Qinghai				34.92	98.26	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN1b	PRJNA47685	SRP003808	SAMN00115165	SRS116698			2016-01-15	2012-01-01	YER_AA2257AA	Assembled	63	3.32	19348	4621255	Yersinia pestis;100.0%	496	17263	YER_CA7686AA_AS
YER_AA2258AA	7	SRR069124;ILLUMINA;Paired;541;SRX028688,SRR069125;ILLUMINA;Paired;541;SRX028689	Human	Human	Patient	2004				Asia	China	Qinghai				36.9	98.46	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1a	PRJNA47685	SRP003808	SAMN00115164	SRS116697			2016-01-15	2012-01-01	YER_AA2258AA	Assembled	78	3.32	19706	4616111	Yersinia pestis;99.79%	495	15248	YER_CA7687AA_AS
YER_AA2259AA	D1982001	SRR069123;ILLUMINA;Paired;516;SRX028687	Human	Human	Patient	1982				Asia	China	Gansu				38.86	99.57	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2p	PRJNA47685	SRP003808	SAMN00115163	SRS116696			2016-01-15	2012-01-01	YER_AA2259AA	Assembled	60	3.32	39566	4492104	Yersinia pestis;100.0%	214	4971	YER_CA7689AA_AS
YER_AA2260AA	7338	SRR069122;ILLUMINA;Paired;536;SRX028686	Wild Animal	Rodent	Marmota himalayana	1973				Asia	China	Xinjiang				37.12	79.94	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2e	PRJNA47685	SRP003808	SAMN00115162	SRS116695			2016-01-15	2012-01-01	YER_AA2260AA	Assembled	79	3.32	19475	4426661	Yersinia pestis;100.0%	476	15109	YER_CA7690AA_AS
YER_AA2261AA	710317	SRR069121;ILLUMINA;Paired;522;SRX028685	Human	Human	Patient	1971				Asia	China	Qinghai				36.72	101.28	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2f	PRJNA47685	SRP003808	SAMN00115161	SRS116694			2016-01-15	2012-01-01	YER_AA2261AA	Assembled	50	3.32	16733	4546276	Yersinia pestis;100.0%	531	17322	YER_CA7691AA_AS
YER_AA2262AA	71021	SRR069120;ILLUMINA;Paired;519;SRX028684	Wild Animal	Invertebrates	Oropsylla silantiewi	1989				Asia	China	Gansu				38.46	94.25	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1d	PRJNA47685	SRP003808	SAMN00115160	SRS116693			2016-01-15	2012-01-01	YER_AA2262AA	Assembled	53	3.32	17719	4586885	Yersinia pestis;100.0%	547	17235	YER_CA7692AA_AS
YER_AA2263AA	C1976001	SRR069119;ILLUMINA;Paired;495;SRX028683	Wild Animal	Rodent	Marmota himalayana	1976				Asia	China	Gansu				38.46	94.25	Beijing Genome Institute			Yersinia pestis		Genotype: 3.ANT1c	PRJNA47685	SRP003808	SAMN00115159	SRS116692			2016-01-15	2012-01-01	YER_AA2263AA	Assembled	74	3.32	44759	4656011	Yersinia pestis;100.0%	192	2915	YER_CA7693AA_AS
YER_AA2264AA	D1964001	SRR069118;ILLUMINA;Paired;504;SRX028682	Wild Animal	Rodent	Marmota himalayana	1964				Asia	China	Qinghai				37.37	101.62	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2q	PRJNA47685	SRP003808	SAMN00115158	SRS116691			2016-01-15	2012-01-01	YER_AA2264AA	Assembled	43	3.32	37703	4462907	Yersinia pestis;100.0%	212	13426	YER_CA7694AA_AS
YER_AA2265AA	620024	SRR069117;ILLUMINA;Paired;517;SRX028681	Human	Human	Patient	1962				Asia	China	Qinghai				35.6	99.99	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE7b	PRJNA47685	SRP003808	SAMN00115157	SRS116690			2016-01-15	2012-01-01	YER_AA2265AA	Assembled	49	3.32	36985	4578496	Yersinia pestis;97.71%	239	32600	YER_CA7695AA_AS
YER_AA2266AA	5	SRR069116;ILLUMINA;Paired;517;SRX028680	Human	Human	Patient	2004				Asia	China	Qinghai				36.9	98.46	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2h	PRJNA47685	SRP003808	SAMN00115156	SRS116689			2016-01-15	2012-01-01	YER_AA2266AA	Assembled	46	3.32	30464	4571138	Yersinia pestis;100.0%	290	37024	YER_CA7696AA_AS
YER_AA2267AA	H1959004	SRR069115;ILLUMINA;Paired;522;SRX028679	Wild Animal	Rodent	Rattus norvegicus	1959				Asia	China	Jilin				45.2	124.82	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3j	PRJNA47685	SRP003808	SAMN00115155	SRS116688			2016-01-15	2012-01-01	YER_AA2267AA	Assembled	60	3.32	18520	4569489	Yersinia pestis;100.0%	529	16149	YER_CA7697AA_AS
YER_AA2268AA	42095	SRR069114;ILLUMINA;Paired;515;SRX028678	Wild Animal	Rodent	Citellus undulatus 	2001				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1f	PRJNA47685	SRP003808	SAMN00115154	SRS116687			2016-01-15	2012-01-01	YER_AA2268AA	Assembled	53	3.32	19076	4588798	Yersinia pestis;99.8%	499	17475	YER_CA7698AA_AS
YER_AA2269AA	42091	SRR069113;ILLUMINA;Paired;503;SRX028677,SRR069112;ILLUMINA;Paired;503;SRX028676	Wild Animal	Rodent	Citellus undulatus 	1999				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3e	PRJNA47685	SRP003808	SAMN00115153	SRS116686			2016-01-15	2012-01-01	YER_AA2269AA	Assembled	48	3.32	18518	4441903	Yersinia pestis;100.0%	466	58285	YER_CA7700AA_AS
YER_AA2270AA	42082	SRR069111;ILLUMINA;Paired;519;SRX028675	Wild Animal	Rodent	Citellus undulatus 	1995				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT3c	PRJNA47685	SRP003808	SAMN00115152	SRS116685			2016-01-15	2012-01-01	YER_AA2270AA	Assembled	35	3.32	31115	4527346	Yersinia pestis;100.0%	295	37559	YER_CA7701AA_AS
YER_AA2271AA	42013	SRR069110;ILLUMINA;Paired;526;SRX028674	Wild Animal	Rodent	Citellus undulatus 	1971				Asia	China	Xinjiang				44.45	84.62	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1a	PRJNA47685	SRP003808	SAMN00115151	SRS116684			2016-01-15	2012-01-01	YER_AA2271AA	Assembled	72	3.32	18972	4572931	Yersinia pestis;99.8%	513	17076	YER_CA7702AA_AS
YER_AA2272AA	A1973001	SRR069109;ILLUMINA;Paired;507;SRX028673	Wild Animal	Rodent	Marmota caudata	1973				Asia	China	Xinjiang				39.7	75.18	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED2d	PRJNA47685	SRP003808	SAMN00115150	SRS116683			2016-01-15	2012-01-01	YER_AA2272AA	Assembled	38	3.32	19654	4466575	Yersinia pestis;100.0%	448	12117	YER_CA7703AA_AS
YER_AA2273AA	G1996006	SRR069108;ILLUMINA;Paired;523;SRX028672	Human	Human	Patient	1996				Asia	China	Tibet				27.98	91.91	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2d	PRJNA47685	SRP003808	SAMN00115149	SRS116682			2016-01-15	2012-01-01	YER_AA2273AA	Assembled	66	3.32	20852	4640883	Yersinia pestis;100.0%	478	15287	YER_CA7704AA_AS
YER_AA2274AA	G1996010	SRR069107;ILLUMINA;Paired;536;SRX028671	Wild Animal	Ovine	Pseudois nayaur	1996				Asia	China	Tibet				28.46	92.42	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2e	PRJNA47685	SRP003808	SAMN00115148	SRS116681			2016-01-15	2012-01-01	YER_AA2274AA	Assembled	82	3.32	21625	4647398	Yersinia pestis;99.78%	465	14846	YER_CA7705AA_AS
YER_AA2275AA	351001	SRR069106;ILLUMINA;Paired;521;SRX028670	Wild Animal	Rodent	Marmota himalayana	1996				Asia	China	Tibet				29.39	90.7	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2b	PRJNA47685	SRP003808	SAMN00115147	SRS116680			2016-01-15	2012-01-01	YER_AA2275AA	Assembled	49	3.32	15919	4550103	Yersinia pestis;100.0%	575	19353	YER_CA7706AA_AS
YER_AA2276AA	34202	SRR069105;ILLUMINA;Paired;512;SRX028669	Wild Animal	Rodent	Marmota himalayana	1990				Asia	China	Tibet				30.37	81.18	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT1b	PRJNA47685	SRP003808	SAMN00115146	SRS116679			2016-01-15	2012-01-01	YER_AA2276AA	Assembled	64	3.32	19076	4593101	Yersinia pestis;99.8%	499	17099	YER_CA7707AA_AS
YER_AA2277AA	34008	SRR069104;ILLUMINA;Paired;539;SRX028668	Wild Animal	Rodent	Marmota himalayana	1968				Asia	China	Tibet				29.66	84.15	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT1a	PRJNA47685	SRP003808	SAMN00115145	SRS116678			2016-01-15	2012-01-01	YER_AA2277AA	Assembled	74	3.32	16184	4493195	Yersinia pestis;100.0%	578	19802	YER_CA7708AA_AS
YER_AA2278AA	735	SRR069103;ILLUMINA;Paired;517;SRX028667	Wild Animal	Rodent	Rattus norvegicus	1965				Europe	Russia	St.-Petersburg		St Petersburg				Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3l	PRJNA47685	SRP003808	SAMN00115144	SRS116677			2016-01-15	2012-01-01	YER_AA2278AA	Assembled	61	3.32	41836	4540562	Yersinia pestis;100.0%	204	4548	YER_CA7709AA_AS
YER_AA2279AA	30017	SRR069102;ILLUMINA;Paired;527;SRX028666	Wild Animal	Rodent	Marmota himalayana	1976				Asia	China	Tibet				31.47	92.1	Beijing Genome Institute			Yersinia pestis		Genotype: 1.IN2b	PRJNA47685	SRP003808	SAMN00115143	SRS116676			2016-01-15	2012-01-01	YER_AA2279AA	Assembled	102	3.32	21743	4686245	Yersinia pestis;99.78%	477	15274	YER_CA7710AA_AS
YER_AA2280AA	2654	SRR069101;ILLUMINA;Paired;517;SRX028665	Wild Animal	Rodent	Rhombomys opimus	2006				Asia	China	Xinjiang				44.02	88.11	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED1c	PRJNA47685	SRP003808	SAMN00115142	SRS116675			2016-01-15	2012-01-01	YER_AA2280AA	Assembled	35	3.32	17492	4408175	Yersinia pestis;100.0%	529	16830	YER_CA7711AA_AS
YER_AA2281AA	2506	SRR069100;ILLUMINA;Paired;525;SRX028664	Wild Animal	Rodent	Rhombomys opimus	2005				Asia	China	Xinjiang				44.02	88.11	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED1b	PRJNA47685	SRP003808	SAMN00115141	SRS116674			2016-01-15	2012-01-01	YER_AA2281AA	Assembled	79	3.32	22690	4523369	Yersinia pestis;100.0%	448	15573	YER_CA7712AA_AS
YER_AA2282AA	2504	SRR069099;ILLUMINA;Paired;511;SRX028663	Wild Animal	Rodent	Rhombomys opimus	2005				Asia	China	Xinjiang				44.02	88.11	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED1d	PRJNA47685	SRP003808	SAMN00115140	SRS116673			2016-01-15	2012-01-01	YER_AA2282AA	Assembled	48	3.32	31460	4564327	Yersinia pestis;100.0%	276	36473	YER_CA7713AA_AS
YER_AA2283AA	2330	SRR069098;ILLUMINA;Paired;544;SRX028662	Wild Animal	Rodent	Marmota baibacina	2003				Asia	China	Xinjiang				44.95	81.08	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT2a	PRJNA47685	SRP003808	SAMN00115139	SRS116672			2016-01-15	2012-01-01	YER_AA2283AA	Assembled	77	3.32	20481	4529009	Yersinia pestis;100.0%	476	15971	YER_CA7714AA_AS
YER_AA2284AA	2	SRR069097;ILLUMINA;Paired;538;SRX028661	Human	Human	Patient	2004				Asia	China	Qinghai				32.23	96.47	Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT2a	PRJNA47685	SRP003808	SAMN00115138	SRS116671			2016-01-15	2012-01-01	YER_AA2284AA	Failed QC	1761	3.32	1263	174574	Yersinia pestis;100.0%	145	13542	YER_CA7715AA_AS
YER_AA2285AA	164	SRR069096;ILLUMINA;Paired;516;SRX028660	Wild Animal	Invertebrates	Oropsylla silantiewi	1985				Asia	China	Xinjiang				39	88.1	Beijing Genome Institute			Yersinia pestis		Genotype: 0.ANT1d	PRJNA47685	SRP003808	SAMN00115137	SRS116670			2016-01-15	2012-01-01	YER_AA2285AA	Assembled	54	3.32	18419	4552438	Yersinia pestis;99.81%	550	18746	YER_CA7716AA_AS
YER_AA2286AA	5761	SRR069095;ILLUMINA;Paired;516;SRX028659	Wild Animal	Rodent	Rattus norvegicus	1956				Europe	Russia	St.-Petersburg		St Petersburg				Beijing Genome Institute			Yersinia pestis		Genotype: 2.ANT3k	PRJNA47685	SRP003808	SAMN00115136	SRS116669			2016-01-15	2012-01-01	YER_AA2286AA	Assembled	63	3.32	16882	4367194	Yersinia pestis;100.0%	520	18206	YER_CA7717AA_AS
YER_AA2287AA	12	SRR069094;ILLUMINA;Paired;522;SRX028658	Human	Human	Patient	2004				Asia	China	Qinghai				38.2	100.22	Beijing Genome Institute			Yersinia pestis		Genotype: 0.PE4Aa	PRJNA47685	SRP003808	SAMN00115135	SRS116668			2016-01-15	2012-01-01	YER_AA2287AA	Assembled	60	3.32	16243	4484231	Yersinia pestis;100.0%	544	19626	YER_CA7718AA_AS
YER_AA2288AA	I1991001	SRR069093;ILLUMINA;Paired;543;SRX028657	Wild Animal	Rodent	Meriones unguiculatus	1991				Asia	China	Inner Mongolia				41.55	108.52	Beijing Genome Institute			Yersinia pestis		Genotype: 2.MED3o	PRJNA47685	SRP003808	SAMN00115134	SRS116667			2016-01-15	2012-01-01	YER_AA2288AA	Assembled	60	3.32	15615	4467324	Yersinia pestis;99.83%	592	20565	YER_CA7719AA_AS
YER_AA2289AA	154/98 B	SRR651089;ILLUMINA;Paired;325;SRX216241	Human	Human	human; human	1998				Africa	Madagascar	Mahajanga	Mahajanga Rural	Mahajanga		46.31395349	-15.71171171	Northern Arizona University - The Microbial Genetics & Genomics Center			Yersinia pestis			PRJNA184590	SRP017903	SAMN01853158	SRS385146			2016-01-15	2015-07-22	YER_AA2289AA	Assembled	104	3.32	19569	4567743	Yersinia pestis;100.0%	475	57344	YER_CA7720AA_AS
YER_AA2290AA	64/91	SRR651085;ILLUMINA;Paired;296;SRX216243	Human	Human	human; human	1991				Africa	Madagascar	Mahajanga	Mahajanga Rural	Mahajanga		46.31395349	-15.71171171	Northern Arizona University - The Microbial Genetics & Genomics Center			Yersinia pestis			PRJNA184590	SRP017903	SAMN01853157	SRS385142			2016-01-15	2015-07-22	YER_AA2290AA	Failed QC	143	3.32	6569	4459177	Yersinia pestis;99.89%	1524	146681	YER_CA7721AA_AS
YER_AA2291AA	53/91	SRR651088;ILLUMINA;Paired;307;SRX216245	Wild Animal	Invertebrates	infected flea; flea	1991				Africa	Madagascar	Boeny		Mahajanga		-15.718830608	46.31395349	Northern Arizona University - The Microbial Genetics & Genomics Center			Yersinia pestis			PRJNA184590	SRP017903	SAMN01853130	SRS385148			2016-01-15	2015-07-22	YER_AA2291AA	Assembled	139	3.32	12314	4930565	Yersinia pestis;99.9%	810	113994	YER_CA7722AA_AS
YER_AA2292AA	17/99 B	SRR651090;ILLUMINA;Paired;308;SRX216244	Human	Human	human; human	1999				Africa	Madagascar	Boeny		Mahajanga		-15.71171171	46.31395349	Northern Arizona University - The Microbial Genetics & Genomics Center			Yersinia pestis			PRJNA184590	SRP017903	SAMN01853159	SRS385147			2016-01-15	2015-07-22	YER_AA2292AA	Failed QC	NaN	3.32	NaN	NaN		NaN	NaN	YER_CA7723AA_AS
