id	Nucleotide_id	NucleotideAccession	NucleotideAccessionVersion	NucleotideBioSampleAccession	NucleotideBioProjectAccession	NucleotideFirstAccession	NucleotideLastAccession	NucleotideOrganism	NucleotideTaxonomy	NucleotideDefinition	NucleotideDivision	NucleotideJournal	NucleotideLength	NucleotideMoleculeType	NucleotideReferenceTitle	NucleotideSeqDataName	NucleotideSource	NucleotideStrandedness	NucleotideTopology	NucleotideCreateDate	NucleotideUpdateDate	NucleotideGenBankComment	NucleotideAnnotationDate	NucleotideAnnotationMethod	NucleotideAnnotationPipeline	NucleotideAnnotationProvider	NucleotideAnnotationSoftwarerevision	NucleotideAssemblyDate	NucleotideAssemblyMethod	NucleotideAssemblyName	NucleotidetCDS	NucleotidetCDSCoding	NucleotidetCRISPRArrays	NucleotidetExpectedFinalVersion	NucleotidetFeaturesAnnotated	NucleotidetGenes	NucleotidetGenesCoding	NucleotidetGenesRNA	NucleotidetGenomeCoverage	NucleotidetGenomeRepresentation	NucleotidetncRNAs	NucleotidetPseudoGenes	NucleotidetPseudoGenesAmbResidues	NucleotidetPseudoGenesFrameshifted	NucleotidetPseudoGenesIncomplete	NucleotidetPseudoGenesInternalStop	NucleotidetPseudoGenesMultipleProblems	NucleotidetrRNAs	NucleotidetrRNAsComplete	NucleotidetrRNAsPartial	NucleotideSequencingTechnology	NucleotidetRNAs	NucleotideComment
293	229697949	ACNS00000000	ACNS00000000.1	SAMN02403943	PRJNA30509	ACNS01000001	ACNS01000005	Yersinia pestis biovar Orientalis str. PEXU2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Orientalis str. PEXU2, whole genome shotgun sequencing project	BCT	Submitted (29-APR-2009) Genome Center of Wisconsin, University of Wisconsin, Enteropathogen Resource Integration Center (ERIC-BRC), 425G Henry Mall, Madison, WI 53706-1580, USA	5	DNA	Direct Submission	WGS	Yersinia pestis biovar Orientalis str. PEXU2	double	linear	08-MAY-2009	18-NOV-2013	The Yersinia pestis biovar Orientalis str. PEXU2 whole genome shotgun (WGS) project has the project accession ACNS00000000. This version of the project (01) has the accession number ACNS01000000, and consists of sequences ACNS01000001-ACNS01000005.; Yersinia pestis biovar Orientalis str. PEXU2 was isolated from a rodent in Brazil in 1966, and is being sequenced for a comparative genome analysis of Y. pestis strains from different parts of the world. This strain lacks the Low-Calcium-Response (LCR) plasmid pCD, found in most Y. pestis isolates.~ Two libraries were constructed with average insert sizes of 4161 bp (33045 reads) and 6536 bp (32229 reads). Additional sequences from primer walk reads and PCR reactions were used to close gaps and improve quality. The assembled sequences were aligned with the finished genomic sequence of Y. pestis CO92 to predict order and orientation of contigs and scaffolds. This order and orientation is based on the assumption no major rearrangements other than the ones noted have occurred between the two genomes; however this has not been experimentally verified. Chromosome_contig1 contains an inversion between approximate coordinates 1456000 and 1589000; plasmid pMT has an inversion from approximately 57000 to the end of the contig.~ Genome sequencing, assembly, and finishing were performed by the Department of Energys Joint Genome Institute (DOE-JGI), in Walnut Creek, CA and at Los Alamos National Laboratory, Los Alamos, NM. Annotation and database submission were carried out by the Enteropathogen Resource Integration Center, Madison, WI (ERIC http://www.ericbrc.org/portal/eric), a Bioinformatics Resource Center supported by the NIH/NIAID.~ Funding for sequencing was provided by the Intelligence Technology Innovation Center; funding for the annotation was provided by the NIH/NIAID.~ For further information about the source of the DNA, contact Tom Brettin (brettin@lanl.gov) or David Bruce (dbruce@lanl.gov).~ The NIAID funded Bioinformatics Resource Center PathoSystems Resource Integration Center (PATRIC; http://patricbrc.vbi.vt.edu/) is responsible for annotation updates of this record. ~Genome Coverage: 13x~Sequencing Technology: ABI.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
294	229691277	ACNR00000000	ACNR00000000.1	SAMN02403942	PRJNA30507	ACNR01000001	ACNR01000033	Yersinia pestis biovar Orientalis str. India 195	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Orientalis str. India 195, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2009) Genome Center of Wisconsin, University of Wisconsin, Enteropathogen Resource Integration Center (ERIC-BRC), 425G Henry Mall, Madison, WI 53706-1580, USA	33	DNA	Direct Submission	WGS	Yersinia pestis biovar Orientalis str. India 195	double	linear	08-MAY-2009	18-NOV-2013	The Yersinia pestis biovar Orientalis str. India 195 whole genome shotgun (WGS) project has the project accession ACNR00000000. This version of the project (01) has the accession number ACNR01000000, and consists of sequences ACNR01000001-ACNR01000033.; Yersinia pestis biovar Orientalis str. India 195 is a human isolate from India and is being sequenced for a comparative genome analysis of Yersinia pestis strains from different parts of the world.~ Two libraries were constructed with average insert sizes of 1820 bp (31762 reads) and 7644 bp (24753 reads). Additional sequences from primer walk reads and PCR reactions were used to close gaps and improve quality. The assembled sequences were aligned with the finished genomic sequence of Y. pestis CO92 to predict order and orientation of contigs and scaffolds. This order and orientation is based on the assumption no major rearrangements other than the ones noted have occurred between the two genomes; however this has not been experimentally verified. Several rearrangements have been observed in India 195 relative to CO92: 1) an inversion in Chromosome_contig23, between approximate coordinates 316000 and 451500; 2) an inversion in Chromosome_contig19, between approximate coordinates 192000 and 289000; 3) a deletion of about 100 Kb has occurred in Chromosome_contig13 at approximately 158000; 4) a rearrangement in Chromosome_contig02 through Chromosome_contig07.~ Genome sequencing, assembly, and finishing were performed by the Department of Energys Joint Genome Institute (DOE-JGI), in Walnut Creek, CA and at Los Alamos National Laboratory, Los Alamos, NM. Annotation and database submission were carried out by the Enteropathogen Resource Integration Center, Madison, WI (ERIC http://www.ericbrc.org/portal/eric), a Bioinformatics Resource Center supported by the NIH/NIAID.~ Funding for sequencing was provided by the Intelligence Technology Innovation Center; funding for the annotation was provided by the NIH/NIAID.~ For further information about the source of the DNA, contact Tom Brettin (brettin@lanl.gov) or David Bruce (dbruce@lanl.gov).~ The NIAID funded Bioinformatics Resource Center PathoSystems Resource Integration Center (PATRIC; http://patricbrc.vbi.vt.edu/) is responsible for annotation updates of this record.~Genome Coverage: 11x~Sequencing Technology: ABI.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
295	229682564	ACNQ00000000	ACNQ00000000.1	SAMN02403941	PRJNA30503	ACNQ01000001	ACNQ01000023	Yersinia pestis Nepal516	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis Nepal516 isolate A, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2009) Genome Center of Wisconsin, University of Wisconsin, Enteropathogen Resource Integration Center (ERIC-BRC), 425G Henry Mall, Madison, WI 53706-1580, USA	23	DNA	Direct Submission	WGS	Yersinia pestis Nepal516	double	linear	08-MAY-2009	18-NOV-2013	The Yersinia pestis Nepal516 whole genome shotgun (WGS) project has the project accession ACNQ00000000. This version of the project (01) has the accession number ACNQ01000000, and consists of sequences ACNQ01000001-ACNQ01000023.; Yersinia pestis Nepa1516A, isolated from a soil sample from Nepal, is being sequenced for a comparative genome analysis of Yersinia pestis strains from different parts of the world. It is a separate isolate from the previously sequenced Y. pestis Nepal516.~ Two libraries were constructed with average insert sizes of 1879 bp (39925 reads) and 9479 bp (39324 reads). Additional sequences from primer walk reads and PCR reactions were used to close gaps and improve quality. The assembled sequences were aligned with the finished genomic sequence of Y. pestis Nepal516 to predict order and orientation of contigs and scaffolds. This order and orientation is based on the assumption that no major rearrangements have occurred between the two genomes; however this has not been experimentally verified.~ Genome sequencing, assembly, and finishing were performed by the Department of Energys Joint Genome Institute (DOE-JGI), in Walnut Creek, CA and at Los Alamos National Laboratory, Los Alamos, NM. Annotation and database submission were carried out by the Enteropathogen Resource Integration Center, Madison, WI (ERIC http://www.ericbrc.org/portal/eric), a Bioinformatics Resource Center supported by the NIH/NIAID.~ Funding for sequencing was provided by the Intelligence Technology Innovation Center; funding for the annotation was provided by the NIH/NIAID.~ For further information about the source of the DNA, contact Tom Brettin (brettin@lanl.gov) or David Bruce (dbruce@lanl.gov).~ The NIAID funded Bioinformatics Resource Center PathoSystems Resource Integration Center (PATRIC; http://patricbrc.vbi.vt.edu/) is responsible for annotation updates of this record.~Genome Coverage: 16x~Sequencing Technology: ABI.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
296	165916241	AAOS00000000	AAOS00000000.2	SAMN02404398	PRJNA16376	AAOS02000001	AAOS02000101	Yersinia pestis biovar Orientalis str. IP275	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Orientalis str. IP275, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	101	DNA	Direct Submission	WGS	Yersinia pestis biovar Orientalis str. IP275	double	linear	01-MAR-2006	18-NOV-2013	On Jan 17, 2008 this sequence version replaced AAOS00000000.1.; The Yersinia pestis biovar Orientalis str. IP275 whole genome shotgun (WGS) project has the project accession AAOS00000000. This version of the project (02) has the accession number AAOS02000000, and consists of sequences AAOS02000001-AAOS02000101.; Yersinia pestis strain IP275 (original name: 17/95) was isolated in Madagascar in 1995 from a human case of bubonic plague. The patient, a 16-year-old boy from the Ambalavao district of Madagascar presented with fever, chills, and myalgia suggestive of malaria and was treated with quinine. Three days later, the appearance of a right inguinal bubo with high-grade fever (temperature of 41C), delirium, and prostration led to the diagnosis of plague. The bubo was punctured, and the patient was treated with twice-daily intramuscular injections of streptomycin (2 g per day for 4 days) and oral trimethoprim-sulfamethoxazole (2g per day for 10 days). The patient recovered but had severe asthenia for more than a month. This strain is of biovar Orientalis.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
297	149292732	ABCD00000000	ABCD00000000.1	SAMN02403940	PRJNA18241	ABCD01000001	ABCD01000008	Yersinia pestis CA88-4125	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis CA88-4125, whole genome shotgun sequencing project	BCT	Submitted (07-JUN-2007) Genome Center of Wisconsin, University of Wisconsin, Enteropathogen Resource Integration Center (ERIC-BRC), 425G Henry Mall, Madison, WI 53706-1580, USA	8	DNA	Direct Submission	WGS	Yersinia pestis CA88-4125	double	linear	21-JUN-2007	18-NOV-2013	The Yersinia pestis CA88-4125 whole genome shotgun (WGS) project has the project accession ABCD00000000. This version of the project (01) has the accession number ABCD01000000, and consists of sequences ABCD01000001-ABCD01000008.; Yersinia pestis CA88-4125 was originally isolated in Monterey County, California. This area is very close to San Francisco, where Yersinia pestis is first thought to have become established in native populations of rodents. Subsequent spread of plague to the rest of the western United States probably originated from this region. As such, comparisons of this strain to other North American Y. pestis strains should provide interesting insights into how Y. pestis mutated as it spread across the western United States. Three libraries were constructed with average insert sizes of 2874 bp, 3961 bp, and 4758 bp from which 37463, 21554, and 24262 reads were sequenced, respectively. This amount of sequence represents 10X coverage of the genome. After two rounds of autofinish sequencing, several scaffolds were connected by PCR end sequences and shatter libraries, and a number of duplications were resolved with transposon bombed subclones.~ Draft sequencing was performed at the Joint Genome Institute (JGI) production genomics facility in Walnut Creek, CA. Two rounds of genome finishing was performed by the JGI at Los Alamos National Laboratory, Los Alamos, NM. Annotation and database submission were carried out by the Enteropathogen Resource Integration Center, Madison, WI (ERIC http://www.ericbrc.org/portal/eric), a Bioinformatics Resource Center supported by the NIH/NIAID.~ The NIAID funded Bioinformatics Resource Center PathoSystems Resource Integration Center (PATRIC; http://patricbrc.vbi.vt.edu/) is responsible for annotation updates of this record.~ Plasmids pCD1 and pMT1 are GenBank Accession Numbers CP000722-CP000723.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
298	146745997	ABAT00000000	ABAT00000000.1	SAMN02404399	PRJNA17681	ABAT01000001	ABAT01000107	Yersinia pestis biovar Orientalis str. F1991016	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Orientalis str. F1991016, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	107	DNA	Direct Submission	WGS	Yersinia pestis biovar Orientalis str. F1991016	double	linear	16-MAY-2007	18-NOV-2013	The Yersinia pestis biovar Orientalis str. F1991016 whole genome shotgun (WGS) project has the project accession ABAT00000000. This version of the project (01) has the accession number ABAT01000000, and consists of sequences ABAT01000001-ABAT01000107.; Annotation was updated on the contigs in March 2010.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
299	134119537	AAYV00000000	AAYV00000000.1	SAMN02404400	PRJNA17683	AAYV01000001	AAYV01000075	Yersinia pestis biovar Antiqua str. E1979001	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Antiqua str. E1979001, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	75	DNA	Direct Submission	WGS	Yersinia pestis biovar Antiqua str. E1979001	double	linear	26-MAR-2007	18-NOV-2013	The Yersinia pestis biovar Antiqua str. E1979001 whole genome shotgun (WGS) project has the project accession AAYV00000000. This version of the project (01) has the accession number AAYV01000000, and consists of sequences AAYV01000001-AAYV01000075.; Annotation was updated on the contigs in March 2010.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
300	134119461	AAYU00000000	AAYU00000000.1	SAMN02404401	PRJNA17685	AAYU01000001	AAYU01000069	Yersinia pestis biovar Antiqua str. B42003004	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Antiqua str. B42003004, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	69	DNA	Direct Submission	WGS	Yersinia pestis biovar Antiqua str. B42003004	double	linear	26-MAR-2007	18-NOV-2013	The Yersinia pestis biovar Antiqua str. B42003004 whole genome shotgun (WGS) project has the project accession AAYU00000000. This version of the project (01) has the accession number AAYU01000000, and consists of sequences AAYU01000001-AAYU01000069.; Annotation was updated on the contigs in March 2010.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
301	134119391	AAYT00000000	AAYT00000000.1	SAMN02404402	PRJNA17687	AAYT01000001	AAYT01000073	Yersinia pestis biovar Mediaevalis str. K1973002	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Mediaevalis str. K1973002, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	73	DNA	Direct Submission	WGS	Yersinia pestis biovar Mediaevalis str. K1973002	double	linear	26-MAR-2007	18-NOV-2013	The Yersinia pestis biovar Mediaevalis str. K1973002 whole genome shotgun (WGS) project has the project accession AAYT00000000. This version of the project (01) has the accession number AAYT01000000, and consists of sequences AAYT01000001-AAYT01000073.; Annotation was updated on the contigs in March 2010.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
302	134119317	AAYS00000000	AAYS00000000.1	SAMN02404403	PRJNA17689	AAYS01000001	AAYS01000080	Yersinia pestis biovar Orientalis str. MG05-1020	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Orientalis str. MG05-1020, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	80	DNA	Direct Submission	WGS	Yersinia pestis biovar Orientalis str. MG05-1020	double	linear	26-MAR-2007	18-NOV-2013	The Yersinia pestis biovar Orientalis str. MG05-1020 whole genome shotgun (WGS) project has the project accession AAYS00000000. This version of the project (01) has the accession number AAYS01000000, and consists of sequences AAYS01000001-AAYS01000080.; Annotation was updated on the contigs in March 2010.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
303	134119236	AAYR00000000	AAYR00000000.1	SAMN02404404	PRJNA17691	AAYR01000001	AAYR01000098	Yersinia pestis biovar Antiqua str. UG05-0454	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis biovar Antiqua str. UG05-0454, whole genome shotgun sequencing project	BCT	Submitted (01-MAR-2010) J Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	98	DNA	Direct Submission	WGS	Yersinia pestis biovar Antiqua str. UG05-0454	double	linear	26-MAR-2007	18-NOV-2013	The Yersinia pestis biovar Antiqua str. UG05-0454 whole genome shotgun (WGS) project has the project accession AAYR00000000. This version of the project (01) has the accession number AAYR01000000, and consists of sequences AAYR01000001-AAYR01000098.; Annotation was updated on the contigs in March 2010.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
304	116145807	AAUB00000000	AAUB00000000.1	SAMN02404406	PRJNA16429	AAUB01000001	AAUB01000400	Yersinia pestis FV-1	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis FV-1, whole genome shotgun sequencing project	BCT	Submitted (03-OCT-2006) Pathogen Genomics Division, Translational Genomics Research Institute, 445 N. Fifth Street, Phoenix, AZ 85004, USA	400	DNA	Direct Submission	WGS	Yersinia pestis FV-1	double	linear	13-OCT-2006	18-NOV-2013	The Yersinia pestis FV-1 whole genome shotgun (WGS) project has the project accession AAUB00000000. This version of the project (01) has the accession number AAUB01000000, and consists of sequences AAUB01000001-AAUB01000400.; Source DNA and bacteria available from Dr. Paul Keim (paul.keim@nau.edu) Department of Biology, Northern Arizona University, Flagstaff, AZ.~This version of the project represents approximately 11x coverage of the genome.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
305	482679150	AOMZ00000000	AOMZ00000000.1	SAMN01902220	PRJNA38305	AOMZ01000001	AOMZ01000252	Yersinia pestis G3768	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis G3768, whole genome shotgun sequencing project	BCT	Submitted (24-JAN-2013) Genomic Sciences, US Army Edgewood Chemical Biological Center, 5183 Blackhawk Rd., Aberdeen Proving Ground, MD 21010-5424, USA	252	DNA	Direct Submission	WGS	Yersinia pestis G3768	double	linear	25-APR-2013	15-NOV-2013	The Yersinia pestis G3768 whole genome shotgun (WGS) project has the project accession AOMZ00000000. This version of the project (01) has the accession number AOMZ01000000, and consists of sequences AOMZ01000001-AOMZ01000252.; Source DNA available from Dr. Alexander Sulakvelidze, US Army Edgewood Chemical Biological Center, Genomic Sciences, 5183 Blackhawk Rd., Aberdeen Proving Ground, MD 21010-5424, USA.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 1.1.02.15 ; Assembly Name :: Yersinia pestis G3768 assembly ; Genome Coverage :: 18x ; Sequencing Technology :: 454 FLX ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Newbler v. 1.1.02.15	Yersinia pestis G3768 assembly	None	None	None	None	None	None	None	None	18x	None	None	None	None	None	None	None	None	None	None	None	454 FLX	None	None
306	482678897	AOMY00000000	AOMY00000000.1	SAMN01902219	PRJNA38409	AOMY01000001	AOMY01000214	Yersinia pestis G1670E	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis G1670E, whole genome shotgun sequencing project	BCT	Submitted (24-JAN-2013) Genomic Sciences, US Army Edgewood Chemical Biological Center, 5183 Blackhawk Rd., Aberdeen Proving Ground, MD 21010-5424, USA	214	DNA	Direct Submission	WGS	Yersinia pestis G1670E	double	linear	25-APR-2013	15-NOV-2013	The Yersinia pestis G1670E whole genome shotgun (WGS) project has the project accession AOMY00000000. This version of the project (01) has the accession number AOMY01000000, and consists of sequences AOMY01000001-AOMY01000214.; Source DNA available from Dr. Alexander Sulakvelidze, US Army Edgewood Chemical Biological Center, Genomic Sciences, 5183 Blackhawk Rd., Aberdeen Proving Ground, MD 21010-5424, USA.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.6 ; Assembly Name :: Yersinia pestis G1670E assembly ; Genome Coverage :: 20x ; Sequencing Technology :: 454 FLX ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Newbler v. 2.6	Yersinia pestis G1670E assembly	None	None	None	None	None	None	None	None	20x	None	None	None	None	None	None	None	None	None	None	None	454 FLX	None	None
307	428930939	ADTI00000000	ADTI00000000.1	SAMN02403108	PRJNA47685	ADTI01000001	ADTI01001285	Yersinia pestis YN663	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN663, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1285	DNA	Direct Submission	WGS	Yersinia pestis YN663	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN663 whole genome shotgun (WGS) project has the project accession ADTI00000000. This version of the project (01) has the accession number ADTI01000000, and consists of sequences ADTI01000001-ADTI01001285.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 61X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	61X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
308	428929653	ADTH00000000	ADTH00000000.1	SAMN02403107	PRJNA47685	ADTH01000001	ADTH01001105	Yersinia pestis YN472	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN472, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1105	DNA	Direct Submission	WGS	Yersinia pestis YN472	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN472 whole genome shotgun (WGS) project has the project accession ADTH00000000. This version of the project (01) has the accession number ADTH01000000, and consists of sequences ADTH01000001-ADTH01001105.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 68X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	68X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
309	428928547	ADTG00000000	ADTG00000000.1	SAMN02403106	PRJNA47685	ADTG01000001	ADTG01001301	Yersinia pestis YN2588	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN2588, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1301	DNA	Direct Submission	WGS	Yersinia pestis YN2588	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN2588 whole genome shotgun (WGS) project has the project accession ADTG00000000. This version of the project (01) has the accession number ADTG01000000, and consists of sequences ADTG01000001-ADTG01001301.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 52X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	52X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
310	428927245	ADTF00000000	ADTF00000000.1	SAMN02403105	PRJNA47685	ADTF01000001	ADTF01000880	Yersinia pestis YN2551	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN2551, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	880	DNA	Direct Submission	WGS	Yersinia pestis YN2551	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN2551 whole genome shotgun (WGS) project has the project accession ADTF00000000. This version of the project (01) has the accession number ADTF01000000, and consists of sequences ADTF01000001-ADTF01000880.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 71X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	71X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
311	428926364	ADTE00000000	ADTE00000000.1	SAMN02403104	PRJNA47685	ADTE01000001	ADTE01001605	Yersinia pestis YN2179	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN2179, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1605	DNA	Direct Submission	WGS	Yersinia pestis YN2179	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN2179 whole genome shotgun (WGS) project has the project accession ADTE00000000. This version of the project (01) has the accession number ADTE01000000, and consists of sequences ADTE01000001-ADTE01001605.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 35X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	35X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
312	428924758	ADTD00000000	ADTD00000000.1	SAMN02403103	PRJNA47685	ADTD01000001	ADTD01001897	Yersinia pestis YN1683	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis YN1683, whole genome shotgun sequencing project	BCT	Submitted (21-APR-2010) BGI, Beishan Industrial Zone, Yantian District, 518083, Shenzhen, China	1897	DNA	Direct Submission	WGS	Yersinia pestis YN1683	double	linear	07-DEC-2012	15-NOV-2013	The Yersinia pestis YN1683 whole genome shotgun (WGS) project has the project accession ADTD00000000. This version of the project (01) has the accession number ADTD01000000, and consists of sequences ADTD01000001-ADTD01001897.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Soapdenovo v. 2009.07.14 ; Genome Coverage :: 32X ; Sequencing Technology :: Illumina GA II ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Soapdenovo v. 2009.07.14	None	None	None	None	None	None	None	None	None	32X	None	None	None	None	None	None	None	None	None	None	None	Illumina GA II	None	None
