id	SRA_id	SRABioProjectAccession	SRABioSampleAccession	SRAExperimentAccession	SRARunAccession	SRASampleAccession	SRAExperimentName	SRAExperimentStatus	SRAExperimentVersion	SRAIsPublic	SRASampleName	SRAStaticDataAvailable	SRAStudyAcc	SRAStudName	SRATitle	SRAOrganismName	SRAOrganismTaxID	SRAClusterName	SRAInstrumentModel	SRALibraryName	SRALibraryLayout	SRALibrarySelection	SRALibrarySource	SRALibraryStrategy	SRAPlatform	SRATotalBases	SRATotalSize	SRATotalSpots	SRATotalRuns	SRACreateDate	SRAUpdateDate	SRACenterName	SRAContactName	SRALabName	SRASubmitterAccession	SRAComment
898	1950471	PRJEB10885	SAMEA3541826	ERX1097888	ERR1018950	ERS848975	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA873_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	3876900148	2218514074	81176315	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
899	1950470	PRJEB10885	SAMEA3541826	ERX1097887	ERR1018949	ERS848975	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA873_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1836137108	1018112804	38388338	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
900	1950469	PRJEB10885	SAMEA3541826	ERX1097886	ERR1018948	ERS848975	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA873_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1612164918	879399646	33725243	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
901	1950468	PRJEB10885	SAMEA3541826	ERX1097885	ERR1018947	ERS848975	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA873_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	804462334	460329926	16844725	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
902	1950467	PRJEB10885	SAMEA3541824	ERX1097884	ERR1018946	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	2192333178	1220160829	38111598	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
903	1950466	PRJEB10885	SAMEA3541824	ERX1097883	ERR1018945	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4638667662	2453596537	81363221	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
904	1950465	PRJEB10885	SAMEA3541824	ERX1097882	ERR1018944	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4317168570	2307609786	75363903	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
905	1950464	PRJEB10885	SAMEA3541824	ERX1097881	ERR1018943	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4168532488	2238732293	72806509	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
906	1950463	PRJEB10885	SAMEA3541824	ERX1097880	ERR1018942	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1872950893	973549422	33001741	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
907	1950462	PRJEB10885	SAMEA3541824	ERX1097879	ERR1018941	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	8734752549	4451378278	151696835	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
908	1950461	PRJEB10885	SAMEA3541824	ERX1097878	ERR1018940	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	8858400857	4664218811	154296108	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
909	1950460	PRJEB10885	SAMEA3541824	ERX1097877	ERR1018939	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L3	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	5437633403	2781428358	94183500	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
910	1950459	PRJEB10885	SAMEA3541824	ERX1097876	ERR1018938	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	563699505	331650794	11768090	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
911	1950458	PRJEB10885	SAMEA3541824	ERX1097875	ERR1018937	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	532111312	302502505	11109723	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
912	1950457	PRJEB10885	SAMEA3541824	ERX1097874	ERR1018936	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	461825646	304766099	9564601	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
913	1950456	PRJEB10885	SAMEA3541824	ERX1097873	ERR1018935	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	3128827980	1722227872	65274204	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
914	1950455	PRJEB10885	SAMEA3541824	ERX1097872	ERR1018934	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	3725010018	2070225237	77723468	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
915	1950454	PRJEB10885	SAMEA3541824	ERX1097871	ERR1018933	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4300742756	2359754662	89429031	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
916	1950453	PRJEB10885	SAMEA3541824	ERX1097870	ERR1018932	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	691192129	365470875	14390671	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
917	1950452	PRJEB10885	SAMEA3541824	ERX1097869	ERR1018931	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	300240140	218764772	6280068	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
918	1950451	PRJEB10885	SAMEA3541824	ERX1097868	ERR1018930	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	368312848	216419525	7676146	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
919	1950450	PRJEB10885	SAMEA3541824	ERX1097867	ERR1018929	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	184026208	97722761	3864446	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
920	1950449	PRJEB10885	SAMEA3541824	ERX1097866	ERR1018928	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	224193250	123682518	4694410	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
921	1950448	PRJEB10885	SAMEA3541824	ERX1097865	ERR1018927	ERS848973	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA626_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	77633285	43623328	1618196	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
922	1950447	PRJEB10885	SAMEA3541825	ERX1097864	ERR1018926	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	5915149845	3179601814	100132487	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
923	1950446	PRJEB10885	SAMEA3541825	ERX1097863	ERR1018925	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	5335088370	2894021951	90058307	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
924	1950445	PRJEB10885	SAMEA3541825	ERX1097862	ERR1018924	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	5053716955	2728859222	85118534	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
925	1950444	PRJEB10885	SAMEA3541825	ERX1097861	ERR1018923	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4539143095	2351233491	76326599	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
926	1950443	PRJEB10885	SAMEA3541825	ERX1097860	ERR1018922	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	8277326626	5838507351	121363017	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
927	1950442	PRJEB10885	SAMEA3541825	ERX1097859	ERR1018921	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	16201846443	11592884296	237441444	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
928	1950441	PRJEB10885	SAMEA3541825	ERX1097858	ERR1018920	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	16719436825	11829217883	238542024	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
929	1950440	PRJEB10885	SAMEA3541825	ERX1097857	ERR1018919	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	11234449692	8111242384	162315780	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
930	1950439	PRJEB10885	SAMEA3541825	ERX1097856	ERR1018918	ERS848974	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA413_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	2406552463	1759888041	34540681	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
931	1950438	PRJEB10885	SAMEA3541822	ERX1097855	ERR1018917	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	692632350	407050168	15154478	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
932	1950437	PRJEB10885	SAMEA3541822	ERX1097854	ERR1018916	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1543305843	863654853	33932123	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
933	1950436	PRJEB10885	SAMEA3541822	ERX1097853	ERR1018915	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L4	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1683243773	983709736	43432102	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
934	1950435	PRJEB10885	SAMEA3541822	ERX1097852	ERR1018914	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L4	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1510884705	891527302	38954960	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
935	1950434	PRJEB10885	SAMEA3541822	ERX1097851	ERR1018913	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L4	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1425659513	838177627	36752615	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
936	1950433	PRJEB10885	SAMEA3541822	ERX1097850	ERR1018912	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1394276616	787385184	30571403	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
937	1950432	PRJEB10885	SAMEA3541822	ERX1097849	ERR1018911	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1379564810	781905256	30236337	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
938	1950431	PRJEB10885	SAMEA3541822	ERX1097848	ERR1018910	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	639925340	350721035	14107759	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
939	1950430	PRJEB10885	SAMEA3541822	ERX1097847	ERR1018909	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L4	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1275164870	719792633	32864950	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
940	1950429	PRJEB10885	SAMEA3541822	ERX1097846	ERR1018908	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	3635810416	2014428684	70591718	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
941	1950428	PRJEB10885	SAMEA3541822	ERX1097845	ERR1018907	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	3493041459	1839992442	68012768	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
942	1950427	PRJEB10885	SAMEA3541822	ERX1097844	ERR1018906	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	2624048497	1399366003	50998927	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
943	1950426	PRJEB10885	SAMEA3541822	ERX1097843	ERR1018905	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	2667630733	1386652098	52115475	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
944	1950425	PRJEB10885	SAMEA3541822	ERX1097842	ERR1018904	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1762038275	944637572	34372037	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
945	1950424	PRJEB10885	SAMEA3541822	ERX1097841	ERR1018903	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1765587804	950719318	34436514	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
946	1950423	PRJEB10885	SAMEA3541822	ERX1097840	ERR1018902	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1667035025	912791109	32491613	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
947	1950422	PRJEB10885	SAMEA3541822	ERX1097839	ERR1018901	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1700695984	914752026	33156974	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
948	1950421	PRJEB10885	SAMEA3541822	ERX1097838	ERR1018900	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L2	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1578782559	838783849	30611023	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
949	1950420	PRJEB10885	SAMEA3541822	ERX1097837	ERR1018899	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	2051186648	1262752667	44860919	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
950	1950419	PRJEB10885	SAMEA3541822	ERX1097836	ERR1018898	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	979031874	601400598	21397510	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
951	1950418	PRJEB10885	SAMEA3541822	ERX1097835	ERR1018897	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	498866919	309774910	10899056	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
