id	Assembly_id	AssemblyAccession	AssemblyBioSampleAccession	AssemblyBioSampleID	AssemblyGenbankBioprojectAccession	AssemblyGenbankID	AssemblyRefseqBioprojectAccession	AssemblyRefSeqCategory	AssemblyRefSeqID	AssemblyWGSAccession	AssemblyInfraspecies	AssemblyIsolate	AssemblyOrganism	AssemblySpeciesTaxonomicID	AssemblySpeciesName	AssemblyTaxonomicID	AssemblyName	AssemblyStatus	AssemblyType	AssemblyCoverage	AssemblyChromosomes	AssemblyContigCount	AssemblyContigN50	AssemblyContigL50	AssemblyNonChromosomalReplicons	AssemblyReplicons	AssemblyScaffolds	AssemblyScaffoldN50	AssemblyScaffoldL50	AssemblyTotalLength	AssemblyUngappedLength	AssemblySubmitterOrganization	AssemblySubmissionDate	AssemblyReleaseDate	AssemblyFTPAssemblyReport	AssemblyFTPGenbank	AssemblyFTPRefSeq	AssemblyFTPStatsReport	AssemblyComment
235	612188	GCF_000324285.1	SAMN02403049	2403049	PRJNA224116	510638	PRJNA224116	na	612188	ADRA01	CMCC640047	None	Yersinia pestis CMCC640047 (enterobacteria)	632	Yersinia pestis	755933	ASM32428v1	Contig	haploid	44	0	1490	6643	200	0	0	1490	6643	200	4305752	4305752	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/285/GCF_000324285.1_ASM32428v1/GCF_000324285.1_ASM32428v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/285/GCA_000324285.1_ASM32428v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/285/GCF_000324285.1_ASM32428v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/285/GCF_000324285.1_ASM32428v1/GCF_000324285.1_ASM32428v1_assembly_stats.txt	None
236	612168	GCF_000324265.1	SAMN02403048	2403048	PRJNA224116	510618	PRJNA224116	na	612168	ADQZ01	CMCC64001	None	Yersinia pestis CMCC64001 (enterobacteria)	632	Yersinia pestis	755932	ASM32426v1	Contig	haploid	62	0	955	9926	140	0	0	955	9926	140	4360492	4360492	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/265/GCF_000324265.1_ASM32426v1/GCF_000324265.1_ASM32426v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/265/GCA_000324265.1_ASM32426v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/265/GCF_000324265.1_ASM32426v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/265/GCF_000324265.1_ASM32426v1/GCF_000324265.1_ASM32426v1_assembly_stats.txt	None
237	612148	GCF_000324245.1	SAMN02403047	2403047	PRJNA224116	510598	PRJNA224116	na	612148	ADQY01	CMCC51020	None	Yersinia pestis CMCC51020 (enterobacteria)	632	Yersinia pestis	755930	ASM32424v1	Contig	haploid	53	0	1118	8898	160	0	0	1118	8898	160	4420992	4420992	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/245/GCF_000324245.1_ASM32424v1/GCF_000324245.1_ASM32424v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/245/GCA_000324245.1_ASM32424v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/245/GCF_000324245.1_ASM32424v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/245/GCF_000324245.1_ASM32424v1/GCF_000324245.1_ASM32424v1_assembly_stats.txt	None
238	612128	GCF_000324225.1	SAMN02403046	2403046	PRJNA224116	510578	PRJNA224116	na	612128	ADQX01	CMCC49003	None	Yersinia pestis CMCC49003 (enterobacteria)	632	Yersinia pestis	755929	ASM32422v1	Contig	haploid	71	0	795	11906	118	0	0	795	11906	118	4534555	4534555	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/225/GCF_000324225.1_ASM32422v1/GCF_000324225.1_ASM32422v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/225/GCA_000324225.1_ASM32422v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/225/GCF_000324225.1_ASM32422v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/225/GCF_000324225.1_ASM32422v1/GCF_000324225.1_ASM32422v1_assembly_stats.txt	None
239	612108	GCF_000324185.1	SAMN02403044	2403044	PRJNA224116	510538	PRJNA224116	na	612108	ADQV01	CMCC42007	None	Yersinia pestis CMCC42007 (enterobacteria)	632	Yersinia pestis	755925	ASM32418v1	Contig	haploid	55	0	1040	9179	148	0	0	1040	9179	148	4440824	4440824	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/185/GCF_000324185.1_ASM32418v1/GCF_000324185.1_ASM32418v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/185/GCA_000324185.1_ASM32418v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/185/GCF_000324185.1_ASM32418v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/185/GCF_000324185.1_ASM32418v1/GCF_000324185.1_ASM32418v1_assembly_stats.txt	None
240	612088	GCF_000324165.1	SAMN02403043	2403043	PRJNA224116	510518	PRJNA224116	na	612088	ADQU01	CMCC38001	None	Yersinia pestis CMCC38001 (enterobacteria)	632	Yersinia pestis	755923	ASM32416v1	Contig	haploid	69	0	1030	9994	143	0	0	1030	9994	143	4483258	4483258	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/165/GCF_000324165.1_ASM32416v1/GCF_000324165.1_ASM32416v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/165/GCA_000324165.1_ASM32416v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/165/GCF_000324165.1_ASM32416v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/165/GCF_000324165.1_ASM32416v1/GCF_000324165.1_ASM32416v1_assembly_stats.txt	None
241	612068	GCF_000324145.1	SAMN02403042	2403042	PRJNA224116	510498	PRJNA224116	na	612068	ADQT01	CMCC348002	None	Yersinia pestis CMCC348002 (enterobacteria)	632	Yersinia pestis	755922	ASM32414v1	Contig	haploid	65	0	846	11486	124	0	0	846	11486	124	4571405	4571405	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/145/GCF_000324145.1_ASM32414v1/GCF_000324145.1_ASM32414v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/145/GCA_000324145.1_ASM32414v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/145/GCF_000324145.1_ASM32414v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/145/GCF_000324145.1_ASM32414v1/GCF_000324145.1_ASM32414v1_assembly_stats.txt	None
242	612048	GCF_000324125.1	SAMN02403041	2403041	PRJNA224116	510478	PRJNA224116	na	612048	ADQS01	CMCC347001	None	Yersinia pestis CMCC347001 (enterobacteria)	632	Yersinia pestis	755921	ASM32412v1	Contig	haploid	37	0	1207	8115	165	0	0	1207	8115	165	4514951	4514951	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/125/GCF_000324125.1_ASM32412v1/GCF_000324125.1_ASM32412v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/125/GCA_000324125.1_ASM32412v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/125/GCF_000324125.1_ASM32412v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/125/GCF_000324125.1_ASM32412v1/GCF_000324125.1_ASM32412v1_assembly_stats.txt	None
243	612028	GCF_000324105.1	SAMN02403040	2403040	PRJNA224116	510458	PRJNA224116	na	612028	ADQR01	CMCC31004	None	Yersinia pestis CMCC31004 (enterobacteria)	632	Yersinia pestis	755920	ASM32410v1	Contig	haploid	61	0	1229	8256	166	0	0	1229	8256	166	4413744	4413744	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/105/GCF_000324105.1_ASM32410v1/GCF_000324105.1_ASM32410v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/105/GCA_000324105.1_ASM32410v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/105/GCF_000324105.1_ASM32410v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/105/GCF_000324105.1_ASM32410v1/GCF_000324105.1_ASM32410v1_assembly_stats.txt	None
244	612008	GCF_000324085.1	SAMN02403039	2403039	PRJNA224116	510438	PRJNA224116	na	612008	ADQQ01	CMCC27002	None	Yersinia pestis CMCC27002 (enterobacteria)	632	Yersinia pestis	755919	ASM32408v1	Contig	haploid	49	0	1451	6644	193	0	0	1451	6644	193	4282597	4282597	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/085/GCF_000324085.1_ASM32408v1/GCF_000324085.1_ASM32408v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/085/GCA_000324085.1_ASM32408v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/085/GCF_000324085.1_ASM32408v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/085/GCF_000324085.1_ASM32408v1/GCF_000324085.1_ASM32408v1_assembly_stats.txt	None
245	611988	GCF_000324065.1	SAMN02403038	2403038	PRJNA224116	510418	PRJNA224116	na	611988	ADQP01	CMCC21106	None	Yersinia pestis CMCC21106 (enterobacteria)	632	Yersinia pestis	755918	ASM32406v1	Contig	haploid	46	0	1387	7153	179	0	0	1387	7153	179	4251990	4251990	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/065/GCF_000324065.1_ASM32406v1/GCF_000324065.1_ASM32406v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/065/GCA_000324065.1_ASM32406v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/065/GCF_000324065.1_ASM32406v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/065/GCF_000324065.1_ASM32406v1/GCF_000324065.1_ASM32406v1_assembly_stats.txt	None
246	611968	GCF_000324045.1	SAMN02403037	2403037	PRJNA224116	510398	PRJNA224116	na	611968	ADQO01	CMCC18019	None	Yersinia pestis CMCC18019 (enterobacteria)	632	Yersinia pestis	755917	ASM32404v1	Contig	haploid	40	0	1478	6538	209	0	0	1478	6538	209	4495992	4495992	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/045/GCF_000324045.1_ASM32404v1/GCF_000324045.1_ASM32404v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/045/GCA_000324045.1_ASM32404v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/045/GCF_000324045.1_ASM32404v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/045/GCF_000324045.1_ASM32404v1/GCF_000324045.1_ASM32404v1_assembly_stats.txt	None
247	611948	GCF_000324025.1	SAMN02403036	2403036	PRJNA224116	510378	PRJNA224116	na	611948	ADQN01	CMCC125002	None	Yersinia pestis CMCC125002 (enterobacteria)	632	Yersinia pestis	755913	ASM32402v1	Contig	haploid	83	0	790	11903	120	0	0	790	11903	120	4518010	4518010	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/025/GCF_000324025.1_ASM32402v1/GCF_000324025.1_ASM32402v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/025/GCA_000324025.1_ASM32402v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/025/GCF_000324025.1_ASM32402v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/025/GCF_000324025.1_ASM32402v1/GCF_000324025.1_ASM32402v1_assembly_stats.txt	None
248	611928	GCF_000324005.1	SAMN02403035	2403035	PRJNA224116	510358	PRJNA224116	na	611928	ADQM01	CMCC12003	None	Yersinia pestis CMCC12003 (enterobacteria)	632	Yersinia pestis	755909	ASM32400v1	Contig	haploid	54	0	1045	9074	159	0	0	1045	9074	159	4341435	4341435	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/005/GCF_000324005.1_ASM32400v1/GCF_000324005.1_ASM32400v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/324/005/GCA_000324005.1_ASM32400v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/005/GCF_000324005.1_ASM32400v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/324/005/GCF_000324005.1_ASM32400v1/GCF_000324005.1_ASM32400v1_assembly_stats.txt	None
249	611908	GCF_000323985.1	SAMN02403034	2403034	PRJNA224116	510338	PRJNA224116	na	611908	ADQL01	CMCC114001	None	Yersinia pestis CMCC114001 (enterobacteria)	632	Yersinia pestis	755908	ASM32398v1	Contig	haploid	47	0	1664	6296	196	0	0	1664	6296	196	4231517	4231517	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/985/GCF_000323985.1_ASM32398v1/GCF_000323985.1_ASM32398v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/985/GCA_000323985.1_ASM32398v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/985/GCF_000323985.1_ASM32398v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/985/GCF_000323985.1_ASM32398v1/GCF_000323985.1_ASM32398v1_assembly_stats.txt	None
250	611888	GCF_000323965.1	SAMN02403033	2403033	PRJNA224116	510318	PRJNA224116	na	611888	ADQK01	CMCC11001	None	Yersinia pestis CMCC11001 (enterobacteria)	632	Yersinia pestis	755906	ASM32396v1	Contig	haploid	53	0	1100	8860	160	0	0	1100	8860	160	4423348	4423348	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/965/GCF_000323965.1_ASM32396v1/GCF_000323965.1_ASM32396v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/965/GCA_000323965.1_ASM32396v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/965/GCF_000323965.1_ASM32396v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/965/GCF_000323965.1_ASM32396v1/GCF_000323965.1_ASM32396v1_assembly_stats.txt	None
251	611868	GCF_000323945.1	SAMN02403032	2403032	PRJNA47685	510298	None	na	611868	ADQJ01	CMCC107004	None	Yersinia pestis CMCC107004 (enterobacteria)	632	Yersinia pestis	755905	ASM32394v1	Contig	haploid	121	0	2814	2393	558	0	0	2814	2393	558	4455583	4455583	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/945/GCF_000323945.1_ASM32394v1/GCF_000323945.1_ASM32394v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/945/GCA_000323945.1_ASM32394v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/945/GCF_000323945.1_ASM32394v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/945/GCF_000323945.1_ASM32394v1/GCF_000323945.1_ASM32394v1_assembly_stats.txt	None
252	611848	GCF_000323925.1	SAMN02403031	2403031	PRJNA224116	510278	PRJNA224116	na	611848	ADQI01	CMCC106002	None	Yersinia pestis CMCC106002 (enterobacteria)	632	Yersinia pestis	755904	ASM32392v1	Contig	haploid	67	0	1176	9993	141	0	0	1176	9993	141	4424589	4424589	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/925/GCF_000323925.1_ASM32392v1/GCF_000323925.1_ASM32392v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/925/GCA_000323925.1_ASM32392v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/925/GCF_000323925.1_ASM32392v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/925/GCF_000323925.1_ASM32392v1/GCF_000323925.1_ASM32392v1_assembly_stats.txt	None
253	611828	GCF_000323905.1	SAMN02403030	2403030	PRJNA224116	510258	PRJNA224116	na	611828	ADQH01	CMCC104003	None	Yersinia pestis CMCC104003 (enterobacteria)	632	Yersinia pestis	755903	ASM32390v1	Contig	haploid	79	0	1387	7262	188	0	0	1387	7262	188	4494768	4494768	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/905/GCF_000323905.1_ASM32390v1/GCF_000323905.1_ASM32390v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/905/GCA_000323905.1_ASM32390v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/905/GCF_000323905.1_ASM32390v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/905/GCF_000323905.1_ASM32390v1/GCF_000323905.1_ASM32390v1_assembly_stats.txt	None
254	611808	GCF_000323885.1	SAMN02403029	2403029	PRJNA224116	510238	PRJNA224116	na	611808	ADQG01	CMCC10012	None	Yersinia pestis CMCC10012 (enterobacteria)	632	Yersinia pestis	755902	ASM32388v1	Contig	haploid	61	0	1001	9529	148	0	0	1001	9529	148	4435712	4435712	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/885/GCF_000323885.1_ASM32388v1/GCF_000323885.1_ASM32388v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/885/GCA_000323885.1_ASM32388v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/885/GCF_000323885.1_ASM32388v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/885/GCF_000323885.1_ASM32388v1/GCF_000323885.1_ASM32388v1_assembly_stats.txt	None
255	611788	GCF_000323865.1	SAMN02403028	2403028	PRJNA224116	510218	PRJNA224116	na	611788	ADQF01	CMCC05013	None	Yersinia pestis CMCC05013 (enterobacteria)	632	Yersinia pestis	755901	ASM32386v1	Contig	haploid	48	0	1360	7591	179	0	0	1360	7591	179	4395097	4395097	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/865/GCF_000323865.1_ASM32386v1/GCF_000323865.1_ASM32386v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/865/GCA_000323865.1_ASM32386v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/865/GCF_000323865.1_ASM32386v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/865/GCF_000323865.1_ASM32386v1/GCF_000323865.1_ASM32386v1_assembly_stats.txt	None
256	611768	GCF_000323845.1	SAMN02403027	2403027	PRJNA224116	510198	PRJNA224116	na	611768	ADQE01	CMCC05009	None	Yersinia pestis CMCC05009 (enterobacteria)	632	Yersinia pestis	755900	ASM32384v1	Contig	haploid	61	0	1501	5943	224	0	0	1501	5943	224	4501730	4501730	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/845/GCF_000323845.1_ASM32384v1/GCF_000323845.1_ASM32384v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/845/GCA_000323845.1_ASM32384v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/845/GCF_000323845.1_ASM32384v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/845/GCF_000323845.1_ASM32384v1/GCF_000323845.1_ASM32384v1_assembly_stats.txt	None
257	611748	GCF_000323825.1	SAMN02403026	2403026	PRJNA224116	510178	PRJNA224116	na	611748	ADQD01	CMCC03001	None	Yersinia pestis CMCC03001 (enterobacteria)	632	Yersinia pestis	755899	ASM32382v1	Contig	haploid	44	0	1082	9035	148	0	0	1082	9035	148	4366616	4366616	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/825/GCF_000323825.1_ASM32382v1/GCF_000323825.1_ASM32382v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/825/GCA_000323825.1_ASM32382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/825/GCF_000323825.1_ASM32382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/825/GCF_000323825.1_ASM32382v1/GCF_000323825.1_ASM32382v1_assembly_stats.txt	None
258	611728	GCF_000323805.1	SAMN02403025	2403025	PRJNA224116	510158	PRJNA224116	na	611728	ADQC01	CMCC02041	None	Yersinia pestis CMCC02041 (enterobacteria)	632	Yersinia pestis	755898	ASM32380v1	Contig	haploid	70	0	1281	7356	184	0	0	1281	7356	184	4489186	4489186	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/805/GCF_000323805.1_ASM32380v1/GCF_000323805.1_ASM32380v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/805/GCA_000323805.1_ASM32380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/805/GCF_000323805.1_ASM32380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/805/GCF_000323805.1_ASM32380v1/GCF_000323805.1_ASM32380v1_assembly_stats.txt	None
259	611708	GCF_000323785.1	SAMN02403024	2403024	PRJNA224116	510138	PRJNA224116	na	611708	ADQB01	C1989001	None	Yersinia pestis C1989001 (enterobacteria)	632	Yersinia pestis	755891	ASM32378v1	Contig	haploid	57	0	934	9621	149	0	0	934	9621	149	4588735	4588735	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/785/GCF_000323785.1_ASM32378v1/GCF_000323785.1_ASM32378v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/785/GCA_000323785.1_ASM32378v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/785/GCF_000323785.1_ASM32378v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/785/GCF_000323785.1_ASM32378v1/GCF_000323785.1_ASM32378v1_assembly_stats.txt	None
260	611688	GCF_000323765.1	SAMN02403023	2403023	PRJNA224116	510118	PRJNA224116	na	611688	ADQA01	C1976001	None	Yersinia pestis C1976001 (enterobacteria)	632	Yersinia pestis	755883	ASM32376v1	Contig	haploid	61	0	979	8934	155	0	0	979	8934	155	4546693	4546693	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/765/GCF_000323765.1_ASM32376v1/GCF_000323765.1_ASM32376v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/765/GCA_000323765.1_ASM32376v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/765/GCF_000323765.1_ASM32376v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/765/GCF_000323765.1_ASM32376v1/GCF_000323765.1_ASM32376v1_assembly_stats.txt	None
261	611668	GCF_000323745.1	SAMN02403022	2403022	PRJNA224116	510098	PRJNA224116	na	611668	ADPZ01	C1975003	None	Yersinia pestis C1975003 (enterobacteria)	632	Yersinia pestis	755915	ASM32374v1	Contig	haploid	46	0	1452	6984	191	0	0	1452	6984	191	4365481	4365481	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/745/GCF_000323745.1_ASM32374v1/GCF_000323745.1_ASM32374v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/745/GCA_000323745.1_ASM32374v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/745/GCF_000323745.1_ASM32374v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/745/GCF_000323745.1_ASM32374v1/GCF_000323745.1_ASM32374v1_assembly_stats.txt	None
262	611648	GCF_000323725.1	SAMN02403020	2403020	PRJNA224116	510078	PRJNA224116	na	611648	ADPY01	A1973001	None	Yersinia pestis A1973001 (enterobacteria)	632	Yersinia pestis	755874	ASM32372v1	Contig	haploid	38	0	1539	5411	250	0	0	1539	5411	250	4413119	4413119	Beijing Genomics Institute	2012/12/07 00:00	2012/12/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/725/GCF_000323725.1_ASM32372v1/GCF_000323725.1_ASM32372v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/323/725/GCA_000323725.1_ASM32372v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/725/GCF_000323725.1_ASM32372v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/323/725/GCF_000323725.1_ASM32372v1/GCF_000323725.1_ASM32372v1_assembly_stats.txt	None
